,symbol
1837,DCPH
1838,DCRBU
1839,DCRC
1840,DCRCU
1841,DCRCW
1842,DCRD
1843,DCRDU
1844,DCRDW
1845,DCRN
1846,DCRNU
1847,DCRNW
1848,DCTH
1849,DDD
1850,DDI
1851,DEA
1852,DEI
1853,DEN
1854,DENN
1855,DENR
1856,DERM
1857,DFCO
1858,DFFN
1859,DFH
1860,DFIN
1861,DFPH
1862,DFPHU
1863,DFPHW
1864,DGICA
1865,DGICB
1866,DGII
1867,DGLY
1868,DGNS
1869,DGNU
1870,DGWR
1871,DH
1872,DHBC
1873,DHBCU
1874,DHBCW
1875,DHC
1876,DHCA
1877,DHCAU
1878,DHCAW
1879,DHCC
1880,DHCNI
1881,DHCNL
1882,DHHC
1883,DHHCU
1884,DHHCW
1885,DHR-PA
1886,DHX
1887,DIBS
1888,DIGP
1889,DIM.PA
1890,DIN
1891,DISA
1892,DISAU
1893,DISAW
1894,DISCA
1895,DISCB
1896,DISCK
1897,DISH
1898,DK
1899,DKDCA
1900,DKDCW
1901,DKL
1902,DKMR
1903,DKNG
1904,DLA
1905,DLCA
1906,DLCAU
1907,DLCAW
1908,DLCR
1909,DLHC
1910,DLOC
1911,DLPN
1912,DLR-PL
1913,DLTI
1914,DLX
1915,DLYT
1916,DM
1917,DMAC
1918,DMAQ
1919,DMLP
1920,DMRC
1921,DMS
1922,DMTK
1923,DMYI-UN
1924,DMYI
1925,DMYS
1926,DNA
1927,DNAY
1928,DNB
1929,DNLI
1930,DNMR
1931,DNOW
1932,DNUT
1933,DOC
1934,DOCN
1935,DOCS
1936,DOMA
1937,DOW
1938,DOX
1939,DPCSU
1940,DPCSW
1941,DPDW
1942,DPLS
1943,DPSIP
1944,DPW
1945,DPWW
1946,DRAY
1947,DRE
1948,DREM
1949,DRH-PA
1950,DRH
1951,DRMA
1952,DRNA
1953,DRQ
1954,DRRX
1955,DRVN
1956,DS-PB
1957,DS-PC
1958,DS
1959,DSAQ
1960,DSEY
1961,DSGN
1962,DSKE
1963,DSKEW
1964,DSP
1965,DSPG
1966,DSS
1967,DSSI
1968,DT
1969,DTC
1970,DTIL
1971,DTLA-P
1972,DTM
1973,DTOC
1974,DTOCU
1975,DTP
1976,DTRC
1977,DTRT
1978,DTRTU
1979,DTRTW
1980,DTST
1981,DTSTW
1982,DUK-PA
1983,DUL.DE
1984,DUNE
1985,DUNEU
1986,DUNEW
1987,DUOT
1988,DUUO
1989,DV
1990,DVAX
1991,DVAXW
1992,DVCR
1993,DVD
1994,DVN
1995,DWD.DE
1996,DWIN-UN
1997,DWIN
1998,DWSN
1999,DX-PC
2000,DX
2001,DXC
2002,DXPE
2003,DXYN
2004,DYAI
2005,DYN
2006,DYNR
2007,DYNS
2008,DYNT
2009,DZSI
2010,E3X1.DE
2011,EAC
2012,EACO
2013,EACPU
2014,EACPW
2015,EAF
2016,EAR
2017,EARN
2018,EAST
2019,EAT
2020,EAWD
2021,EB
2022,EBAC
2023,EBACU
2024,EBACW
2025,EBAY
2026,EBC
2027,EBET
2028,EBF
2029,EBIX
2030,EBMT
2031,EBS
2032,EBSB
2033,EBTC
2034,ECHO
2035,ECIA
2036,ECOL
2037,ECOLW
2038,ECOM
2039,ECOR
2040,ECPG
2041,ECTM
2042,ECVT
2043,EDAP
2044,EDIT
2045,EDNC
2046,EDNCU
2047,EDR
2048,EDTX
2049,EDTXU
2050,EDTXW
2051,EDUC
2052,EEX
2053,EFC-PA
2054,EFC
2055,EFOI
2056,EFSC
2057,EFSH
2058,EFSI
2059,EFTR
2060,EGAN
2061,EGBN
2062,EGHT
2063,EGLE
2064,EGRX
2065,EGY
2066,EHC
2067,EHTH
2068,EIG
2069,EIGR
2070,EIN3.DE
2071,EIX
2072,EJFA
2073,EJFAW
2074,EKSO
2075,ELA
2076,ELAN
2077,ELAT
2078,ELDN
2079,ELEV
2080,ELF
2081,ELMD
2082,ELMS
2083,ELOX
2084,ELS
2085,ELSE
2086,ELST
2087,ELTP
2088,ELVG
2089,ELVT
2090,ELY
2091,ELYM
2092,EMAN
2093,EMAX
2094,EMCF
2095,EMED
2096,EMKR
2097,EML
2098,EMMA
2099,EMMAW
2100,EMPR
2101,EMPW
2102,EMYB
2103,ENBL
2104,ENBP
2105,ENDV
2106,ENFA
2107,ENFAU
2108,ENFAW
2109,ENG
2110,ENLC
2111,ENNV
2112,ENNVU
2113,ENNVW
2114,ENOB
2115,ENPC-UN
2116,ENPC
2117,ENR
2118,ENS
2119,ENSC
2120,ENSG
2121,ENSV
2122,ENTA
2123,ENTF
2124,ENTFU
2125,ENV
2126,ENVA
2127,ENVB
2128,ENVI
2129,ENVIU
2130,ENVIW
2131,ENVX
2132,ENX.PA
2133,ENZN
2134,EOLS
2135,EOSE
2136,EOSS
2137,EPAY
2138,EPC
2139,EPD
2140,EPGG
2141,EPHY
2142,EPHYU
2143,EPHYW
2144,EPM
2145,EPR-PC
2146,EPR
2147,EPRT
2148,EPSN
2149,EPZM
2150,EQ
2151,EQBK
2152,EQC-PD
2153,EQC
2154,EQD-UN
2155,EQD
2156,EQFN
2157,EQH-PA
2158,EQH
2159,EQHA
2160,EQS
2161,EQT
2162,EQUR
2163,ERAS
2164,ERES
2165,ERESU
2166,ERII
2167,ERKH
2168,ERT.DE
2169,ERYP
2170,ESAC
2171,ESBA
2172,ESCA
2173,ESI
2174,ESM-UN
2175,ESMC
2176,ESMT
2177,ESOA
2178,ESP
2179,ESPR
2180,ESQ
2181,ESRT
2182,ESSA
2183,ESSCR
2184,ESSCU
2185,ESSCW
2186,ESTE
2187,ESXB
2188,ET-PC
2189,ET-PD
2190,ET
2191,ETACU
2192,ETCK
2193,ETD
2194,ETH
2195,ETHE
2196,ETNB
2197,ETON
2198,ETRN
2199,ETTX
2200,ETWO
2201,ETY.DE
2202,EUCR
2203,EUCRU
2204,EUSG
2205,EUSGU
2206,EUSGW
2207,EUZ.DE
2208,EVA
2209,EVBG
2210,EVBN
2211,EVC
2212,EVCM
2213,EVER
2214,EVFM
2215,EVGO
2216,EVH
2217,EVI
2218,EVLO
2219,EVLV
2220,EVOJ
2221,EVOJU
2222,EVOJW
2223,EVOK
2224,EVOL
2225,EVOP
2226,EVRG
2227,EVRI
2228,EVTN
2229,EW1.DE
2230,EWCZ
2231,EWLL
2232,EWLU
2233,EWST
2234,EWTX
2235,EXAS
2236,EXC
2237,EXDI
2238,EXEL
2239,EXEO
2240,EXFY
2241,EXPI
2242,EXTN
2243,EXTR
2244,EYE
2245,EYEG
2246,EYEN
2247,EYES
2248,EYESW
2249,EYPT
2250,EZFL
2251,EZPW
2252,F
2253,FA
2254,FAF
2255,FAII-UN
2256,FAII
2257,FALC
2258,FARM
2259,FARO
2260,FAST
2261,FAT
2262,FATBB
2263,FATBP
2264,FATBW
2265,FATE
2266,FB2A.DE
2267,FBC
2268,FBIO
2269,FBIOP
2270,FBIZ
2271,FBK
2272,FBMS
2273,FBNC
2274,FBRT
2275,FBRX
2276,FC
2277,FCAC
2278,FCACU
2279,FCAP
2280,FCBC
2281,FCBP
2282,FCCN
2283,FCCO
2284,FCCY
2285,FCF
2286,FCFS
2287,FCIC
2288,FCNCB
2289,FCNCO
2290,FCNCP
2291,FCPT
2292,FCRD
2293,FCRW
2294,FCRZ
2295,FCUV
2296,FCX
2297,FDBC
2298,FDBL
2299,FDCT
2300,FDMT
2301,FDP
2302,FDUS
2303,FDUSG
2304,FDUSZ
2305,FE
2306,FENC
2307,FET
2308,FEXD
2309,FEXDW
2310,FEYE
2311,FF
2312,FFBC
2313,FFBW
2314,FFIC
2315,FFIN
2316,FFLO
2317,FFNTF
2318,FFNW
2319,FFV.DE
2320,FFWM
2321,FGBI
2322,FGBIP
2323,FGCO
2324,FGEN
2325,FGF
2326,FGFPP
2327,FGNA
2328,FGNV
2329,FHB
2330,FHI
2331,FHLT
2332,FHN-PE
2333,FHN-PF
2334,FHN
2335,FHTX
2336,FIAC
2337,FIBK
2338,FICVU
2339,FIFG
2340,FIGS
2341,FINM
2342,FINMU
2343,FINMW
2344,FINW
2345,FISI
2346,FISK
2347,FITBI
2348,FITBP
2349,FIV.DE
2350,FIXX
2351,FKWL
2352,FKYS
2353,FLAC
2354,FLACU
2355,FLDM
2356,FLES
2357,FLGT
2358,FLIC
2359,FLL
2360,FLMN
2361,FLMNW
2362,FLNC
2363,FLNT
2364,FLO
2365,FLR
2366,FLS
2367,FLUX
2368,FLWS
2369,FLXN
2370,FLXS
2371,FLXT
2372,FLYW
2373,FMAC-UN
2374,FMAC
2375,FMAO
2376,FMBH
2377,FMBI
2378,FMBIO
2379,FMBIP
2380,FMBM
2381,FMCB
2382,FMCC
2383,FMCCG
2384,FMCCH
2385,FMCCI
2386,FMCCM
2387,FMCCN
2388,FMCCP
2389,FMCCS
2390,FMCCT
2391,FMCKJ
2392,FMCKL
2393,FMCKN
2394,FMCKO
2395,FMFG
2396,FMIV
2397,FMIVU
2398,FMNB
2399,FMS
2400,FMTX
2401,FNA
2402,FNAM
2403,FNB-PE
2404,FNB
2405,FNCB
2406,FNCH
2407,FNF
2408,FNGR
2409,FNHC
2410,FNKO
2411,FNLC
2412,FNMA
2413,FNMAH
2414,FNMAK
2415,FNMAM
2416,FNMAN
2417,FNMAO
2418,FNMAP
2419,FNMAS
2420,FNMAT
2421,FNMFM
2422,FNMFN
2423,FNMFO
2424,FNRN
2425,FNWB
2426,FOA
2427,FOCS
2428,FOE
2429,FOLD
2430,FOMC
2431,FONR
2432,FOR
2433,FORA
2434,FORD
2435,FORE
2436,FOREU
2437,FOREW
2438,FORG
2439,FORM
2440,FORR
2441,FOSL
2442,FOUN
2443,FOUNU
2444,FOUR
2445,FOX
2446,FOXA
2447,FOXW
2448,FOXWU
2449,FPAC-UN
2450,FPAC
2451,FPAY
2452,FPH
2453,FPI
2454,FPVD
2455,FR
2456,FRAF
2457,FRBA
2458,FRBK
2459,FRD
2460,FREE
2461,FREEW
2462,FREGP
2463,FREJN
2464,FREQ
2465,FRFR
2466,FRG
2467,FRGAP
2468,FRGI
2469,FRHC
2470,FRLN
2471,FRME
2472,FROG
2473,FRON
2474,FRONU
2475,FRONW
2476,FRPH
2477,FRSG
2478,FRSGU
2479,FRSGW
2480,FRSH
2481,FRST
2482,FRT-PC
2483,FRTA
2484,FRTG
2485,FRW
2486,FRWAU
2487,FRWAW
2488,FRX-UN
2489,FRX
2490,FRZT
2491,FSBC
2492,FSBW
2493,FSEA
2494,FSFG
2495,FSII
2496,FSK
2497,FSKR
2498,FSLY
2499,FSNB
2500,FSP
2501,FSR
2502,FSRX
2503,FSRXU
2504,FSRXW
2505,FSS
2506,FSSI
2507,FSSIW
2508,FSSN
2509,FST-UN
2510,FST
2511,FSTJ
2512,FSTR
2513,FSTX
2514,FTAA
2515,FTAAU
2516,FTAAW
2517,FTAI-PB
2518,FTAI
2519,FTCH
2520,FTCI
2521,FTCO
2522,FTCV
2523,FTCVU
2524,FTCVW
2525,FTDR
2526,FTEK
2527,FTEV
2528,FTHM
2529,FTI
2530,FTIV
2531,FTIVU
2532,FTK
2533,FTLF
2534,FTPA
2535,FTPAU
2536,FTPAW
2537,FTSI
2538,FTV-PA
2539,FTV
2540,FTVI
2541,FTVIU
2542,FTVIW
2543,FUBO
2544,FULC
2545,FULO
2546,FULT
2547,FULTP
2548,FUN
2549,FUNC
2550,FUSB
2551,FUSE-UN
2552,FUSE
2553,FUST
2554,FUV
2555,FVAM
2556,FVCB
2557,FVE
2558,FVT-UN
2559,FVT
2560,FWAA
2561,FWAC
2562,FWAV
2563,FWONA
2564,FWONB
2565,FWONK
2566,FWRG
2567,FXCO
2568,FXCOW
2569,FXLV
2570,FXNC
2571,FYBR
2572,FZMD
2573,GABC
2574,GACQ
2575,GAHC
2576,GAIA
2577,GAIN
2578,GAINL
2579,GAINM
2580,GAINN
2581,GALT
2582,GAMCU
2583,GAN
2584,GANX
2585,GATE
2586,GATEU
2587,GATEW
2588,GATO
2589,GAXY
2590,GBCI
2591,GBCS
2592,GBDC
2593,GBIO
2594,GBL
2595,GBLIL
2596,GBLX
2597,GBNY
2598,GBOX
2599,GBR
2600,GBS
2601,GBT
2602,GBTC
2603,GBX
2604,GCAC
2605,GCACU
2606,GCACW
2607,GCAN
2608,GCBC
2609,GCEH
2610,GCI
2611,GCMG
2612,GCP
2613,GDDY
2614,GDEN
2615,GDNSF
2616,GDOT
2617,GDP
2618,GDRX
2619,GDRZF
2620,GDSI
2621,GDX.DE
2622,GDYN
2623,GDYNW
2624,GE.SW
2625,GEC.L
2626,GECC
2627,GECCL
2628,GECCM
2629,GECCN
2630,GEG
2631,GEL
2632,GENC
2633,GENH
2634,GEO
2635,GEOS
2636,GERN
2637,GEVO
2638,GFED
2639,GFF
2640,GFNCP
2641,GFOO
2642,GFX
2643,GGG
2644,GGGV
2645,GGGVR
2646,GGMC
2647,GGMCU
2648,GGMCW
2649,GGPI
2650,GGPIU
2651,GGROU
2652,GH
2653,GHAC
2654,GHACW
2655,GHL
2656,GHLD
2657,GHM
2658,GHMP
2659,GHSI
2660,GHST
2661,GHVI
2662,GHVIU
2663,GIA
2664,GIC
2665,GIFI
2666,GIG
2667,GIGA
2668,GIGGU
2669,GIGGW
2670,GIGM
2671,GIIX
2672,GIIXU
2673,GIIXW
2674,GILD
2675,GIPR
2676,GIPRW
2677,GIWWU
2678,GKIN
2679,GKOS
2680,GKS.DE
2681,GLAD
2682,GLADL
2683,GLAE
2684,GLAQ
2685,GLAQU
2686,GLBE
2687,GLBL
2688,GLBLU
2689,GLBLW
2690,GLBZ
2691,GLDD
2692,GLEE
2693,GLEEU
2694,GLEEW
2695,GLEO
2696,GLGI
2697,GLHA
2698,GLHAU
2699,GLP
2700,GLPI
2701,GLSI
2702,GLSPT
2703,GLSPU
2704,GLSPW
2705,GLT
2706,GLTA
2707,GLUE
2708,GLW
2709,GLXZ
2710,GLYC
2711,GM
2712,GMBLW
2713,GMBT
2714,GMBTU
2715,GMBTW
2716,GMED
2717,GMER
2718,GMGT
2719,GMII
2720,GMIIU
2721,GMIIW
2722,GMPW
2723,GMRE-PA
2724,GMRE
2725,GMTX
2726,GMVP
2727,GNAC
2728,GNACU
2729,GNACW
2730,GNAL
2731,GNBT
2732,GNCA
2733,GNE-PA
2734,GNE
2735,GNE.PA
2736,GNK
2737,GNL-PA
2738,GNL-PB
2739,GNL
2740,GNLN
2741,GNOG
2742,GNPK-UN
2743,GNPX
2744,GNRS
2745,GNRSU
2746,GNRSW
2747,GNSS
2748,GNTX
2749,GNTY
2750,GNUS
2751,GNW
2752,GO
2753,GOAC-UN
2754,GOAC
2755,GOCO
2756,GOED
2757,GOEV
2758,GOGO
2759,GOLF
2760,GOOD
2761,GOODM
2762,GOODN
2763,GORO
2764,GOS.DE
2765,GOSS
2766,GOVX
2767,GPAC
2768,GPACU
2769,GPACW
2770,GPCO
2771,GPCOU
2772,GPFT
2773,GPK
2774,GPMT
2775,GPOR
2776,GPP
2777,GPRE
2778,GPRO
2779,GPX
2780,GRA
2781,GRAMF
2782,GRAY
2783,GRBK
2784,GRC
2785,GREE
2786,GRIL
2787,GRMC
2788,GRNVR
2789,GRNVU
2790,GRNVW
2791,GROW
2792,GRPH
2793,GRPN
2794,GRRB
2795,GRST
2796,GRSVU
2797,GRTS
2798,GRTX
2799,GRUB
2800,GRVI
2801,GRWG
2802,GRYN
2803,GS-PA
2804,GS-PK
2805,GSAH-UN
2806,GSAH
2807,GSAQ
2808,GSAQU
2809,GSAQW
2810,GSAT
2811,GSBC
2812,GSBD
2813,GSEV
2814,GSEVU
2815,GSEVW
2816,GSHN
2817,GSIT
2818,GSK
2819,GSK.L
2820,GSKY
2821,GSL
2822,GSM
2823,GSPE
2824,GSQB
2825,GSTX
2826,GT
2827,GTACU
2828,GTBIF
2829,GTBP
2830,GTCH
2831,GTES
2832,GTHP
2833,GTHR
2834,GTHX
2835,GTII
2836,GTIM
2837,GTLL
2838,GTN-A
2839,GTN
2840,GTPA
2841,GTPAU
2842,GTPAW
2843,GTPB
2844,GTPBU
2845,GTPBW
2846,GTXO
2847,GTY
2848,GTYH
2849,GULTU
2850,GVA
2851,GVCI
2852,GVCIU
2853,GVCIW
2854,GVP
2855,GWB
2856,GWGH
2857,GWH
2858,GWHP
2859,GWII
2860,GWRS
2861,GWSN
2862,GWTI
2863,GXGX
2864,GXGXU
2865,GXGXW
2866,GXII
2867,GXIIU
2868,GXXM
2869,GYRO
2870,GZIC
2871,HA
2872,HAAC
2873,HAACU
2874,HAE
2875,HAFC
2876,HAIN
2877,HAL
2878,HALL
2879,HALO
2880,HARP
2881,HASI
2882,HAYN
2883,HAYW
2884,HBAN
2885,HBANM
2886,HBANN
2887,HBANO
2888,HBANP
2889,HBB
2890,HBCP
2891,HBI
2892,HBIA
2893,HBIO
2894,HBMD
2895,HBNC
2896,HBP
2897,HBT
2898,HBUV
2899,HCAQ
2900,HCAR
2901,HCARU
2902,HCAT
2903,HCC
2904,HCCC
2905,HCCCU
2906,HCCCW
2907,HCCI
2908,HCDI
2909,HCDIP
2910,HCDIZ
2911,HCG
2912,HCHC
2913,HCI
2914,HCIC
2915,HCICU
2916,HCICW
2917,HCII
2918,HCIIU
2919,HCIIW
2920,HCKT
2921,HCMC
2922,HCNE
2923,HCNEU
2924,HCSG
2925,HCTI
2926,HCVI
2927,HCVIU
2928,HCWB
2929,HCYT
2930,HDG.AS
2931,HDSN
2932,HDVY
2933,HE
2934,HEAR
2935,HECCU
2936,HECCW
2937,HEES
2938,HEP
2939,HEPA
2940,HERA
2941,HERAU
2942,HERAW
2943,HESM
2944,HFBL
2945,HFC
2946,HFFG
2947,HFWA
2948,HGBL
2949,HGEN
2950,HGH
2951,HGTXU
2952,HGV
2953,HI
2954,HIG-PG
2955,HIG
2956,HIGA-UN
2957,HIGA
2958,HIII
2959,HIIIU
2960,HIIIW
2961,HIL
2962,HIMS
2963,HIMX
2964,HIPO
2965,HIW
2966,HJLI
2967,HJLIW
2968,HL-PB
2969,HL
2970,HLAG.DE
2971,HLAH
2972,HLAHU
2973,HLBYL
2974,HLIT
2975,HLLY
2976,HLMN
2977,HLTH
2978,HLWD
2979,HLX
2980,HLXA
2981,HLYK
2982,HMCOU
2983,HMG
2984,HMHC
2985,HMN
2986,HMNF
2987,HMPT
2988,HMST
2989,HMTV
2990,HNGR
2991,HNI
2992,HNNA
2993,HNRG
2994,HNST
2995,HOFT
2996,HOFV
2997,HOFVW
2998,HOG
2999,HOL
3000,HOLUU
3001,HOLX
3002,HOMB
3003,HON.L
3004,HONE
3005,HOOD
3006,HOOK
3007,HOPE
3008,HOTH
3009,HOWL
3010,HP
3011,HPK
3012,HPLTU
3013,HPLTW
3014,HPP
3015,HPTO
3016,HPX-UN
3017,HQDA
3018,HQI
3019,HR
3020,HRAA
3021,HRB
3022,HRBR
3023,HRC
3024,HRMY
3025,HROW
3026,HRS.DE
3027,HRT
3028,HRTG
3029,HRTH
3030,HRTX
3031,HRVSF
3032,HRZN
3033,HSAQ
3034,HSBA.L
3035,HSBC
3036,HSC
3037,HSDT
3038,HSIC
3039,HSII
3040,HSON
3041,HST
3042,HSTA
3043,HSTC
3044,HSTI
3045,HSTM
3046,HSTO
3047,HT-PC
3048,HT
3049,HTA
3050,HTAQ
3051,HTBI
3052,HTBK
3053,HTBX
3054,HTGC
3055,HTGM
3056,HTH
3057,HTIA
3058,HTLD
3059,HTLF
3060,HTLFP
3061,HTPA-UN
3062,HTPA
3063,HTZ
3064,HUBG
3065,HUMA
3066,HUN
3067,HURN
3068,HUSA
3069,HVBC
3070,HVT-A
3071,HVT
3072,HWBK
3073,HWC
3074,HWCC
3075,HWCPZ
3076,HWEL
3077,HWIN
3078,HWKE
3079,HWKN
3080,HWM-P
3081,HWM
3082,HXL
3083,HXOH
3084,HY
3085,HY9H.F
3086,HYAC
3087,HYACU
3088,HYACW
3089,HYEX
3090,HYFM
3091,HYLN
3092,HYMC
3093,HYMCL
3094,HYMCW
3095,HYQ.DE
3096,HYRE
3097,HYSR
3098,HYZN
3099,HZAC
3100,HZN
3101,HZO
3102,HZON-UN
3103,HZON
3104,IAA
3105,IAG.L
3106,IAIC
3107,IART
3108,IAS
3109,IBCP
3110,IBEX
3111,IBIO
3112,IBKR
3113,IBM.DE
3114,IBM.L
3115,IBOC
3116,IBRX
3117,IBTX
3118,IC2.DE
3119,ICAD
3120,ICBK
3121,ICCC
3122,ICCH
3123,ICCT
3124,ICD
3125,ICHR
3126,ICMB
3127,ICNB
3128,ICPT
3129,ICVX
3130,ID
3131,IDCC
3132,IDEX
3133,IDN
3134,IDP.DE
3135,IDRA
3136,IDXG
3137,IDYA
3138,IEA
3139,IEAWW
3140,IEP
3141,IESC
3142,IFFT
3143,IFNY
3144,IFRX
3145,IGAC
3146,IGACU
3147,IGC
3148,IGEN
3149,IGMS
3150,IGNY
3151,IGNYU
3152,IGNYW
3153,IGT
3154,IHC
3155,IHRT
3156,IHRTB
3157,IHS
3158,IIAC-UN
3159,IIAC
3160,III
3161,IIIIU
3162,IIIN
3163,IIIV
3164,IIN
3165,IIPR-PA
3166,IIVI
3167,IKNA
3168,IKNX
3169,IKT
3170,ILAL
3171,ILPT
3172,ILU.DE
3173,IMAC
3174,IMACW
3175,IMAQ
3176,IMAQR
3177,IMAQU
3178,IMAQW
3179,IMCI
3180,IMCR
3181,IMGN
3182,IMGO
3183,IMH
3184,IMHC
3185,IMII
3186,IMKTA
3187,IMMR
3188,IMMX
3189,IMNM
3190,IMOS
3191,IMPHP
3192,IMPL
3193,IMRX
3194,IMTH
3195,IMUN
3196,IMUX
3197,IMVT
3198,IMXI
3199,INAB
3200,INAQ
3201,INBK
3202,INBKL
3203,INBKZ
3204,INBP
3205,INBX
3206,INCY
3207,INDI
3208,INDP
3209,INDT
3210,INDV.L
3211,INFI
3212,INFN
3213,INFU
3214,INGN
3215,INIS
3216,INKA
3217,INKAU
3218,INKAW
3219,INKT
3220,INLB
3221,INLX
3222,INMB
3223,INN-PE
3224,INN-PF
3225,INN
3226,INNV
3227,INO
3228,INOD
3229,INOV
3230,INPX
3231,INQD
3232,INRD
3233,INS
3234,INSE
3235,INSG
3236,INSM
3237,INST
3238,INSW
3239,INT
3240,INTA
3241,INTC
3242,INTE
3243,INTG
3244,INTI
3245,INTLCONV.NS
3246,INTT
3247,INTV
3248,INTZ
3249,INUV
3250,INVA
3251,INVE
3252,INVH
3253,INVO
3254,INVU
3255,INZY
3256,IO
3257,IOAC
3258,IOACW
3259,IONM
3260,IONQ
3261,IONS
3262,IOR
3263,IOVA
3264,IP
3265,IPAX
3266,IPAXU
3267,IPDN
3268,IPF.L
3269,IPG
3270,IPI
3271,IPIX
3272,IPLDP
3273,IPOD-UN
3274,IPOD
3275,IPOF
3276,IPSC
3277,IPSI
3278,IPVI
3279,IPVIU
3280,IPW
3281,IPWLK
3282,IPWR
3283,IQMD
3284,IQST
3285,IR
3286,IRBT
3287,IRCC
3288,IRDM
3289,IRIX
3290,IRM
3291,IRMD
3292,IRNS
3293,IRNT
3294,IROQ
3295,IRRX
3296,IRT
3297,IRWD
3298,ISAA
3299,ISBA
3300,ISBC
3301,ISCO
3302,ISDR
3303,ISEE
3304,ISGN
3305,ISIG
3306,ISLE
3307,ISLEW
3308,ISO
3309,ISPC
3310,ISR
3311,ISSC
3312,ISTR
3313,ISUN
3314,ITAC
3315,ITACU
3316,ITCI
3317,ITDN
3318,ITHUF
3319,ITHX
3320,ITHXU
3321,ITHXW
3322,ITI
3323,ITOS
3324,ITOX
3325,ITQ
3326,ITQRU
3327,ITQRW
3328,ITRI
3329,IVA
3330,IVAC
3331,IVAN-UN
3332,IVAN
3333,IVC
3334,IVDA
3335,IVFH
3336,IVR-PA
3337,IVR-PB
3338,IVR-PC
3339,IVR
3340,IVT
3341,IVZ
3342,IWSH
3343,IWSY
3344,IZEA
3345,JAGX
3346,JAKK
3347,JAMF
3348,JAN
3349,JANL
3350,JANX
3351,JAQC
3352,JAQCU
3353,JAQCW
3354,JAX
3355,JBGS
3356,JBLU
3357,JCIC
3358,JCICU
3359,JCICW
3360,JCOM
3361,JCS
3362,JCTCF
3363,JEF
3364,JELD
3365,JHG
3366,JILL
3367,JKSM
3368,JMIA
3369,JMKJ
3370,JMP
3371,JMPNZ
3372,JNCE
3373,JNJ.DE
3374,JNPR
3375,JOB
3376,JOBY
3377,JOE
3378,JOFF
3379,JOFFU
3380,JOFFW
3381,JPM-PC
3382,JPM-PD
3383,JPM-PK
3384,JPM-PL
3385,JRSH
3386,JSDA
3387,JSM
3388,JUGG
3389,JUPW
3390,JUVF
3391,JWSM
3392,JXN
3393,JYAC
3394,JYNT
3395,K
3396,KAHC
3397,KAIIU
3398,KAIIW
3399,KAIR
3400,KAIRU
3401,KAIRW
3402,KALA
3403,KAMN
3404,KANP
3405,KAR
3406,KAYS
3407,KBAL
3408,KBH
3409,KBLB
3410,KBNT
3411,KBPH
3412,KBR
3413,KBRS
3414,KBSR
3415,KBX.DE
3416,KDCE
3417,KDMN
3418,KDNY
3419,KDP
3420,KE
3421,KELYA
3422,KELYB
3423,KERN
3424,KERNW
3425,KEX
3426,KEY-PI
3427,KEY-PJ
3428,KEY-PK
3429,KEY
3430,KFFB
3431,KFRC
3432,KFS
3433,KGKG
3434,KGNR
3435,KGX.DE
3436,KHAICHEM.NS
3437,KHC
3438,KIDS
3439,KIIIU
3440,KIM-PL
3441,KIM-PM
3442,KIM
3443,KIN
3444,KIND
3445,KINS
3446,KINZ
3447,KINZU
3448,KINZW
3449,KIRY
3450,KITL
3451,KKR-PC
3452,KKR
3453,KLA.DE
3454,KLAQ
3455,KLAQU
3456,KLAQW
3457,KLC
3458,KLDI
3459,KLDO
3460,KLTR
3461,KLXE
3462,KMF
3463,KMI
3464,KMPH
3465,KMPR
3466,KMT
3467,KMY.DE
3468,KN
3469,KNBE
3470,KNOP
3471,KNTE
3472,KNWN
3473,KNX
3474,KOAN
3475,KOD
3476,KODK
3477,KOP
3478,KOPN
3479,KORE
3480,KOS
3481,KOS.L
3482,KOSS
3483,KPLT
3484,KPRX
3485,KPTI
3486,KRA
3487,KRBP
3488,KRC
3489,KREF-PA
3490,KREF
3491,KRG
3492,KRMD
3493,KRN.DE
3494,KRNL
3495,KRNLW
3496,KRNY
3497,KRO
3498,KRON
3499,KROS
3500,KRP
3501,KRT
3502,KRUS
3503,KRYS
3504,KSHB
3505,KSICU
3506,KSPN
3507,KSU-P
3508,KSU
3509,KTB
3510,KTCC
3511,KTEL
3512,KTOS
3513,KTRA
3514,KTTA
3515,KTTAW
3516,KULR
3517,KURA
3518,KURI
3519,KURIW
3520,KVHI
3521,KVSA
3522,KVSB
3523,KVSC
3524,KW
3525,KWAC-UN
3526,KYMR
3527,KYN
3528,KZR
3529,L
3530,LAAB
3531,LABP
3532,LACQ
3533,LACQU
3534,LACQW
3535,LADR
3536,LAKE
3537,LAND
3538,LANDM
3539,LANDO
3540,LAR.DE
3541,LARK
3542,LASR
3543,LATN
3544,LATNU
3545,LATNW
3546,LAUR
3547,LAW
3548,LAWS
3549,LAZR
3550,LAZY
3551,LB
3552,LBAI
3553,LBC
3554,LBPH
3555,LBRDP
3556,LBRT
3557,LBSR
3558,LBTYA
3559,LBTYB
3560,LBTYK
3561,LBUY
3562,LC
3563,LCAHU
3564,LCAP
3565,LCAPU
3566,LCAPW
3567,LCI
3568,LCLP
3569,LCNB
3570,LCTC
3571,LCTX
3572,LCUT
3573,LCW-UN
3574,LCY
3575,LCYAU
3576,LDHA
3577,LDHAU
3578,LDHAW
3579,LDI
3580,LDL
3581,LEAI
3582,LEAP-UN
3583,LEAP
3584,LEDS
3585,LEE
3586,LEG
3587,LEG.DE
